Working Since (Date),Gender,Work Type,Pay Grade,Current Resources,Mental Fatigue Score,Burn Rate,Employee Position
2019-09-16,Male,Organised,1,6,6.2,0.41,Security Guard
2021-11-16,Male,Organised,2,2,0,0.85,Maintenance Staff
2019-12-02,Male,Unorganised,2,1,5.3,0.12,Security Guard
2021-09-15,Male,Unorganised,4,6,3.8,0.8,Cook
2022-05-31,Female,Unorganised,2,10,7.6,0.68,Janitor
2022-09-22,Male,Organised,2,6,5.1,0.63,Kitchen Helper
2023-10-09,Male,Unorganised,0,4,6.6,0.2,Security Guard
2021-10-16,Male,Unorganised,0,2,6,0.32,Housekeeping Manager
2020-01-27,Male,Organised,1,2,6.6,0.36,Security Guard
2022-04-03,Male,Unorganised,2,8,9.1,0.53,Housekeeper
2019-10-12,Female,Organised,2,7,3.8,0.44,Laundry Attendant
2019-10-02,Female,Organised,2,10,10,0.11,Cook
2022-04-19,Female,Unorganised,2,1,4,0.49,Laundry Attendant
2021-10-27,Female,Unorganised,4,4,6.8,0.33,Janitor
2018-06-01,Male,Organised,1,10,6.9,0.47,Laundry Attendant
2020-09-03,Female,Organised,2,8,7,0.6,Laundry Attendant
2019-10-25,Male,Organised,1,9,6.2,0.4,Laundry Attendant
2022-11-25,Female,Organised,4,9,8.7,0.57,Janitor
2020-06-19,Female,Organised,2,2,4.4,0.36,Maintenance Staff
2018-09-05,Male,Unorganised,3,8,5,0.16,Laundry Attendant
2022-12-03,Female,Organised,4,6,6,0.05,Housekeeper
2022-09-20,Male,Organised,2,4,2.6,0.71,Cook
2023-02-24,Female,Organised,0,3,6.7,0.11,Housekeeping Manager
2020-07-17,Male,Organised,3,3,3,0.35,Maintenance Staff
2020-01-27,Female,Unorganised,1,5,6.3,0.94,Housekeeper
2022-08-15,Male,Unorganised,0,4,1.8,0.55,Laundry Attendant
2022-11-07,Female,Organised,1,8,6.6,0.56,Housekeeping Manager
2024-11-13,Female,Organised,0,6,5.1,0.7,Cook
2023-10-19,Male,Unorganised,3,5,2.9,0.67,Janitor
2024-05-09,Female,Organised,1,10,4.9,0.36,Maintenance Staff
2020-06-24,Male,Unorganised,2,5,7.9,0.18,Janitor
2020-09-24,Female,Organised,2,9,9.1,0.8,Cleaner
2018-10-31,Female,Unorganised,1,5,7.9,0.42,Janitor
2021-02-21,Female,Unorganised,4,3,8.3,0.29,Cook
2022-06-11,Male,Unorganised,4,10,0,0.68,Maintenance Staff
2019-11-08,Male,Unorganised,0,6,3,0.52,Housekeeper
2019-07-01,Male,Unorganised,0,7,4.7,0.18,Cleaner
2019-10-13,Female,Organised,4,5,6.6,0.49,Maintenance Staff
2019-12-04,Female,Organised,4,2,7.3,0.65,Security Guard
2021-05-29,Male,Unorganised,4,5,4,0.38,Laundry Attendant
2019-12-07,Female,Unorganised,0,5,7,0.71,Laundry Attendant
2021-07-26,Male,Unorganised,3,2,6.7,0.32,Maintenance Staff
2018-01-28,Female,Unorganised,2,5,6.8,0.63,Laundry Attendant
2018-05-28,Female,Unorganised,0,1,3.6,0.44,Security Guard
2024-04-07,Female,Unorganised,3,2,3.9,0.29,Security Guard
2019-05-18,Male,Unorganised,0,1,7.6,0.52,Kitchen Helper
2020-12-13,Female,Unorganised,0,10,3.9,0.22,Laundry Attendant
2020-10-30,Female,Organised,3,1,1.8,0.28,Laundry Attendant
2020-05-04,Male,Unorganised,3,1,3.1,0.8,Laundry Attendant
2019-11-15,Female,Organised,0,4,4.3,0.53,Laundry Attendant
2021-11-30,Female,Unorganised,2,3,1.8,0.16,Cook
2022-10-13,Male,Unorganised,1,3,2.6,0.37,Cook
2024-08-08,Male,Unorganised,0,3,4.9,0.55,Cook
2021-05-18,Male,Organised,0,2,6.2,0.19,Housekeeping Manager
2021-07-05,Female,Organised,2,10,2.9,0.45,Security Guard
2018-03-23,Male,Organised,0,9,5.6,0.28,Cook
2024-07-21,Female,Organised,3,9,7.5,0.26,Cook
2018-01-25,Male,Organised,2,9,0,0.38,Housekeeper
2022-05-22,Male,Unorganised,4,3,4.1,0.43,Cook
2023-05-10,Female,Organised,0,3,0,0.59,Janitor
2023-11-30,Female,Organised,4,2,9.1,0.47,Security Guard
2024-06-29,Female,Unorganised,4,3,9.1,0.68,Housekeeping Manager
2024-01-18,Male,Organised,4,8,6.4,0.48,Housekeeper
2020-12-18,Male,Organised,0,4,7.9,0.7,Cleaner
2018-07-19,Male,Organised,0,3,3,0.39,Laundry Attendant
2023-12-17,Female,Organised,0,5,7,0.42,Cleaner
2019-06-15,Male,Organised,4,6,6.4,0.18,Maintenance Staff
2022-02-28,Female,Unorganised,4,5,5.3,0.66,Kitchen Helper
2020-03-07,Female,Organised,2,1,7.7,0.38,Laundry Attendant
2023-06-07,Female,Organised,4,7,9.1,0.38,Security Guard
2022-12-10,Female,Organised,2,3,7.6,0.91,Laundry Attendant
2019-11-08,Female,Organised,0,9,8.3,0.51,Kitchen Helper
2020-11-19,Male,Unorganised,1,3,3.8,0.35,Cleaner
2020-12-10,Male,Unorganised,3,6,2.6,0.42,Housekeeper
2024-01-19,Female,Unorganised,4,4,6.5,0.43,Janitor
2022-11-28,Male,Organised,2,1,6.7,0.94,Housekeeping Manager
2019-03-22,Male,Organised,3,9,7.3,0.28,Housekeeper
2022-11-29,Female,Unorganised,0,1,5,0.79,Housekeeper
2020-04-26,Female,Unorganised,3,3,6.9,0.35,Kitchen Helper
2023-01-18,Female,Unorganised,0,5,5,0.91,Security Guard
2024-01-25,Female,Organised,0,4,5.1,0.47,Laundry Attendant
2019-02-15,Female,Unorganised,2,5,3.6,0.67,Kitchen Helper
2023-02-21,Female,Organised,3,10,7.6,0.62,Cook
2018-11-23,Female,Organised,4,2,0.8,0.59,Janitor
2021-03-09,Female,Organised,1,2,10,0.11,Housekeeper
2018-03-10,Female,Unorganised,4,2,2,0.66,Cleaner
2018-05-31,Male,Unorganised,2,9,7,0.65,Housekeeper
2022-01-11,Male,Organised,4,10,8.7,0.44,Housekeeper
2019-05-01,Male,Unorganised,4,5,6.9,0.46,Janitor
2022-10-11,Female,Unorganised,0,6,2,0.36,Maintenance Staff
2018-09-28,Female,Organised,1,9,4.7,0.15,Housekeeper
2022-10-10,Female,Unorganised,2,7,4.1,0.62,Laundry Attendant
2019-03-04,Male,Unorganised,3,2,4.1,0.47,Housekeeping Manager
2020-10-20,Male,Unorganised,4,8,7.5,0.7,Housekeeper
2023-03-21,Female,Unorganised,1,4,4,0.62,Cleaner
2019-02-16,Female,Unorganised,1,8,7.6,0.52,Kitchen Helper
2024-01-06,Male,Unorganised,2,7,7.6,0.41,Housekeeping Manager
2018-11-14,Male,Organised,2,8,3.9,0.5,Maintenance Staff
2020-08-09,Male,Organised,1,9,7,0.65,Cleaner
2020-03-09,Male,Unorganised,3,6,6.9,0.27,Housekeeper
2024-05-13,Female,Organised,2,3,7.7,0.48,Housekeeping Manager
2019-11-26,Male,Organised,2,1,2.9,0.79,Kitchen Helper
2023-02-24,Male,Unorganised,0,8,7.7,0.35,Maintenance Staff
2023-12-22,Female,Organised,1,9,6.3,0.41,Janitor
2018-01-30,Female,Organised,4,9,5.4,0.91,Kitchen Helper
2021-10-27,Female,Organised,4,6,7.4,0.72,Cook
2019-05-06,Male,Organised,3,9,6,0.15,Housekeeping Manager
2019-08-06,Female,Unorganised,3,10,8.3,0.51,Cook
2019-12-06,Female,Unorganised,2,9,7,0.56,Cleaner
2021-06-15,Female,Organised,2,6,5.4,0.04,Kitchen Helper
2021-03-13,Female,Organised,3,10,9.2,0.16,Janitor
2018-08-07,Male,Organised,2,7,8,0.47,Laundry Attendant
2019-02-15,Male,Unorganised,1,6,0,0.65,Janitor
2018-01-05,Male,Unorganised,3,10,5.6,0.53,Housekeeping Manager
2021-04-07,Male,Unorganised,0,5,8.7,0.48,Cook
2023-09-20,Female,Unorganised,2,9,6.9,0.7,Janitor
2023-07-19,Female,Organised,0,4,5.8,0.68,Security Guard
2019-12-31,Male,Unorganised,3,5,6.1,0,Kitchen Helper
2024-03-31,Female,Organised,2,1,5.9,0.12,Laundry Attendant
2022-11-10,Male,Unorganised,4,2,7,0.5,Housekeeping Manager
2022-08-24,Male,Organised,1,2,6.7,0.52,Maintenance Staff
2022-03-08,Female,Unorganised,1,9,7.6,0,Maintenance Staff
2020-11-22,Female,Unorganised,1,2,3.8,0.36,Kitchen Helper
2024-04-15,Male,Organised,4,7,3.1,0.29,Security Guard
2019-03-07,Female,Unorganised,2,5,3.8,0.7,Security Guard
2018-04-19,Female,Organised,0,9,7.9,0.72,Security Guard
2020-03-08,Female,Organised,3,8,5.7,0.44,Maintenance Staff
2023-01-26,Female,Organised,0,3,7.7,0.91,Cleaner
2024-07-15,Male,Unorganised,2,1,0.8,0.39,Housekeeping Manager
2018-07-23,Male,Organised,2,3,6.1,0,Cook
2023-08-26,Male,Organised,4,1,6.2,0.61,Cook
2020-08-24,Male,Unorganised,0,1,7.3,0.63,Janitor
2021-04-15,Female,Organised,3,2,6.5,0.44,Cook
2021-02-03,Female,Unorganised,2,9,8.3,0.68,Kitchen Helper
2024-03-22,Male,Unorganised,2,2,2.6,0.48,Cook
2021-09-15,Male,Organised,3,5,7.5,0.65,Maintenance Staff
2020-01-16,Male,Organised,2,10,6.6,0.22,Laundry Attendant
2018-10-23,Male,Organised,4,6,7.9,0.29,Kitchen Helper
2018-11-30,Male,Organised,2,2,7.7,0.57,Housekeeping Manager
2019-10-04,Female,Unorganised,1,9,9.1,0,Laundry Attendant
2020-06-09,Female,Unorganised,0,5,3.9,0.71,Cleaner
2021-05-11,Male,Unorganised,4,10,4.3,0.28,Laundry Attendant
2022-10-20,Female,Unorganised,0,9,5.8,0.51,Janitor
2021-06-04,Female,Organised,4,1,6,0.19,Cleaner
2019-10-28,Male,Unorganised,2,4,5.3,0.37,Security Guard
2020-11-29,Male,Unorganised,2,9,6.2,0.63,Laundry Attendant
2019-06-05,Male,Organised,1,2,6.7,0.49,Janitor
2023-10-19,Male,Organised,2,7,6.2,0.15,Housekeeping Manager
2021-09-03,Female,Unorganised,0,7,6.7,0.94,Laundry Attendant
2022-01-02,Female,Unorganised,3,10,1.8,0.47,Laundry Attendant
2020-12-03,Male,Unorganised,2,7,5.9,0.4,Laundry Attendant
2022-11-09,Female,Organised,1,2,6.4,0.48,Cook
2018-06-16,Male,Unorganised,2,8,3.6,0.6,Laundry Attendant
2018-06-06,Female,Organised,3,6,1.8,0.35,Janitor
2022-06-05,Female,Organised,3,9,3.8,0.94,Kitchen Helper
2021-01-30,Female,Organised,0,10,4.3,0.66,Maintenance Staff
2018-01-30,Female,Unorganised,3,5,3.9,0.66,Maintenance Staff
2023-09-28,Male,Unorganised,4,10,4.3,0.62,Housekeeping Manager
2024-04-04,Male,Organised,2,5,4.7,0.7,Kitchen Helper
2022-09-29,Female,Unorganised,4,8,8.7,0.05,Laundry Attendant
2021-01-02,Male,Unorganised,1,5,3.9,0.76,Maintenance Staff
2020-11-29,Female,Unorganised,2,8,7,0.71,Kitchen Helper
2021-09-09,Male,Unorganised,3,5,2,0.76,Housekeeping Manager
2024-07-13,Female,Organised,3,8,6.4,0.91,Cook
2019-11-21,Female,Unorganised,0,6,0,0.38,Housekeeping Manager
2021-01-12,Male,Organised,4,3,6.8,0.6,Housekeeping Manager
2019-07-17,Male,Unorganised,4,6,3.8,0.31,Security Guard
2024-11-01,Male,Unorganised,0,4,5.7,0.65,Kitchen Helper
2022-08-31,Male,Unorganised,3,1,4.3,0.12,Cleaner
2023-05-29,Male,Unorganised,1,3,8.7,0.67,Laundry Attendant
2018-01-14,Male,Organised,0,7,5.6,0.72,Cook
2019-03-04,Male,Organised,2,5,5.9,0.79,Housekeeper
2021-12-18,Male,Unorganised,3,7,7.4,0.18,Maintenance Staff
2021-11-18,Male,Organised,4,8,5.6,0.15,Laundry Attendant
2022-05-20,Male,Organised,3,9,3.8,0.27,Cleaner
2020-05-20,Female,Unorganised,4,9,5.1,0.56,Housekeeper
2019-12-03,Male,Unorganised,2,2,5.5,0.7,Housekeeping Manager
2018-04-15,Female,Organised,4,7,7.3,0.81,Laundry Attendant
2020-03-13,Female,Organised,0,8,8.7,0.19,Maintenance Staff
2021-04-07,Male,Organised,0,9,8,0.55,Laundry Attendant
2021-09-08,Male,Unorganised,2,1,1.8,0.68,Janitor
2021-03-17,Male,Organised,1,5,5.3,0.37,Maintenance Staff
2021-04-30,Male,Unorganised,0,3,5,0.12,Janitor
2019-01-10,Male,Unorganised,2,4,6.2,0.79,Housekeeping Manager
2018-01-19,Female,Unorganised,3,5,10,0.48,Maintenance Staff
2022-01-26,Male,Unorganised,0,10,1.8,0.05,Maintenance Staff
2018-06-20,Male,Organised,3,3,6.3,0.65,Security Guard
2022-06-25,Female,Organised,2,8,8.7,0.91,Janitor
2018-03-27,Male,Organised,2,10,6.1,0.76,Laundry Attendant
2023-09-16,Female,Organised,0,8,5.8,0.2,Janitor
2020-01-27,Female,Organised,4,5,5.1,0.4,Housekeeping Manager
2024-06-16,Female,Unorganised,0,5,10,0.19,Maintenance Staff
2023-05-25,Male,Unorganised,3,4,5.5,0.68,Housekeeping Manager
2021-09-27,Male,Unorganised,3,6,7.9,0.32,Security Guard
2021-01-13,Female,Organised,3,9,4.7,0.32,Housekeeper
2023-04-08,Female,Organised,0,6,4.1,0.2,Janitor
2020-01-13,Male,Organised,3,9,7.6,0.47,Cook
2021-09-29,Male,Organised,2,6,7.4,0.18,Cleaner
2019-09-03,Male,Unorganised,3,4,0,0.61,Maintenance Staff
2022-04-03,Female,Unorganised,4,7,10,0,Maintenance Staff
2020-07-23,Male,Unorganised,2,3,1.8,0.79,Kitchen Helper
2022-09-14,Female,Unorganised,4,7,8.3,0.15,Kitchen Helper
2023-09-12,Male,Unorganised,4,5,8.3,0.2,Security Guard
2024-03-24,Male,Organised,3,9,6.3,0.56,Housekeeper
2018-05-04,Male,Unorganised,3,6,4.1,0.41,Laundry Attendant
2022-07-29,Male,Organised,1,2,4.4,0.45,Janitor
2018-10-07,Female,Unorganised,3,4,3.1,0.85,Cleaner
2019-06-08,Female,Organised,0,1,5,0.57,Cook
2021-06-04,Male,Organised,4,7,3.9,0.91,Janitor
2022-01-13,Female,Organised,4,5,6.9,0.56,Cleaner
2021-07-05,Female,Organised,2,9,4.4,0.33,Security Guard
2023-10-19,Male,Unorganised,3,2,6.9,0.38,Maintenance Staff
2023-02-12,Male,Organised,0,8,8.3,0.65,Cleaner
2024-10-15,Male,Organised,3,9,6.3,0.68,Housekeeping Manager
2020-03-05,Male,Organised,4,8,8.3,0.39,Maintenance Staff
2020-11-24,Male,Organised,3,6,6.7,0.71,Security Guard
2019-04-17,Female,Organised,4,5,8.2,0.43,Maintenance Staff
2019-03-02,Female,Unorganised,2,7,9.1,0.46,Housekeeper
2023-03-24,Female,Organised,4,8,7.9,0.65,Cleaner
2021-05-03,Male,Unorganised,4,5,4.9,0.57,Housekeeper
2021-11-08,Male,Organised,2,9,5.3,0.35,Janitor
2022-12-12,Female,Organised,0,7,7.5,0.53,Laundry Attendant
2019-04-01,Female,Organised,1,9,6.1,0.33,Maintenance Staff
2021-01-16,Male,Organised,1,4,2.6,0.44,Housekeeper
2022-08-03,Male,Organised,4,2,4.4,0.7,Maintenance Staff
2019-06-22,Female,Organised,1,3,2.9,0.35,Laundry Attendant
2021-12-30,Female,Organised,1,8,10,0.2,Housekeeper
2020-01-04,Female,Unorganised,1,5,7.9,0.32,Laundry Attendant
2019-01-11,Female,Unorganised,0,5,9.1,0.41,Security Guard
2024-01-05,Female,Organised,4,5,5,0,Cook
2020-02-21,Female,Unorganised,4,4,8.2,0.68,Security Guard
2020-01-14,Male,Organised,0,7,4,0.8,Housekeeper
2018-07-04,Male,Organised,4,1,3,0.68,Security Guard
2021-01-03,Male,Organised,0,6,8.7,0.4,Housekeeper
2018-06-30,Female,Organised,1,6,1.8,0.35,Maintenance Staff
2020-05-06,Female,Organised,4,9,10,0.61,Housekeeper
2023-07-28,Male,Organised,1,7,9.2,0.59,Security Guard
2021-12-15,Female,Unorganised,4,7,7,0.41,Cook
2020-03-31,Male,Unorganised,1,6,4,0.53,Housekeeper
2020-04-06,Male,Organised,2,9,5.9,0.67,Laundry Attendant
2019-12-05,Female,Unorganised,0,2,5.7,0.38,Cook
2018-10-30,Male,Unorganised,3,2,5.8,0.26,Cook
2024-02-02,Female,Unorganised,1,9,4.3,0.76,Janitor
2018-03-14,Female,Unorganised,4,6,10,0.22,Kitchen Helper
2023-05-29,Female,Unorganised,3,10,7.5,0.39,Janitor
2021-09-27,Male,Unorganised,1,1,5.1,0.46,Janitor
2024-06-21,Female,Organised,1,2,4.7,0.4,Kitchen Helper
2019-04-30,Male,Unorganised,1,7,7.6,0.22,Laundry Attendant
2021-11-07,Male,Organised,4,4,5.5,0.11,Housekeeper
2019-03-20,Male,Unorganised,2,5,5.8,0.32,Housekeeper
2018-12-28,Male,Organised,2,9,5.5,0.56,Kitchen Helper
2022-01-19,Male,Unorganised,4,10,3.8,0.91,Kitchen Helper
2019-06-17,Male,Unorganised,1,4,8,0.04,Cleaner
2018-08-05,Female,Organised,3,4,5.5,0.65,Maintenance Staff
2020-02-13,Female,Organised,3,1,3.6,0.05,Housekeeper
2021-10-13,Female,Unorganised,3,8,7.6,0.15,Maintenance Staff
2023-12-24,Male,Organised,1,10,2.9,0.11,Laundry Attendant
2018-04-29,Female,Unorganised,4,4,6.9,0.11,Janitor
2020-09-24,Female,Unorganised,0,10,7.5,0.35,Janitor
2018-11-23,Male,Organised,4,7,6.4,0.91,Kitchen Helper
2019-04-12,Female,Organised,3,5,3,0.8,Cleaner
2023-10-05,Female,Unorganised,1,1,6.3,0,Security Guard
2019-10-29,Male,Organised,4,3,7.9,0.49,Laundry Attendant
2018-01-08,Female,Unorganised,0,4,6.1,0.27,Housekeeping Manager
2023-11-12,Male,Organised,2,9,7.5,0.22,Housekeeping Manager
2022-06-07,Female,Organised,2,4,9.2,0.62,Cleaner
2020-02-07,Male,Unorganised,0,1,7.5,0.36,Kitchen Helper
2022-04-30,Male,Unorganised,2,10,0,0.16,Laundry Attendant
2020-03-13,Male,Unorganised,0,3,2.9,0.45,Cleaner
2018-08-07,Male,Organised,0,1,6.4,0.2,Laundry Attendant
2021-12-25,Male,Unorganised,1,7,7.7,0.61,Security Guard
2021-03-18,Female,Organised,4,6,6.3,0.94,Kitchen Helper
2022-05-26,Male,Unorganised,1,8,5,0.2,Kitchen Helper
2020-02-27,Female,Organised,0,2,3,0.46,Kitchen Helper
2020-02-17,Male,Organised,2,9,4.4,0.44,Housekeeping Manager
2019-07-11,Male,Organised,1,6,8,0.57,Cook
2018-11-26,Female,Organised,0,10,6.7,0.34,Kitchen Helper
2020-05-17,Female,Unorganised,1,7,3.8,0.45,Security Guard
2022-01-09,Male,Organised,4,9,5.8,0.59,Security Guard
2019-07-23,Male,Organised,2,3,7.6,0.55,Cleaner
2023-06-03,Female,Unorganised,4,8,3.8,0.43,Security Guard
2023-04-06,Male,Organised,3,1,3.8,0.68,Cook
2021-05-09,Male,Organised,1,9,6.1,0.57,Laundry Attendant
2020-07-02,Male,Organised,4,3,2,0.22,Housekeeping Manager
2024-10-30,Male,Unorganised,3,2,6.8,0.34,Housekeeper
2024-12-29,Male,Organised,4,7,2.9,0.27,Cleaner
2024-05-04,Male,Organised,4,2,7.7,0.48,Maintenance Staff
2024-03-28,Female,Unorganised,0,10,4,0.43,Cook
2022-12-09,Female,Unorganised,0,7,6.7,0.28,Cleaner
2024-08-13,Male,Organised,1,7,4,0.62,Cleaner
2021-01-12,Male,Organised,1,9,1.8,0.63,Maintenance Staff
2021-10-25,Male,Organised,3,1,9.2,0.57,Housekeeper
2019-04-22,Female,Unorganised,0,8,6.8,0.15,Housekeeper
2020-11-24,Female,Organised,4,1,7.7,0.4,Housekeeper
2023-06-23,Female,Unorganised,3,10,0,0.94,Kitchen Helper
2021-09-15,Female,Organised,4,8,7.3,0.8,Maintenance Staff
2022-06-21,Male,Organised,3,9,7.4,0.51,Janitor
2020-06-18,Female,Unorganised,0,10,7,0.66,Janitor
2021-06-10,Female,Unorganised,3,1,0,0.85,Housekeeping Manager
2023-11-30,Female,Organised,0,6,5,0.48,Janitor
2023-01-30,Female,Unorganised,4,8,7.7,0.6,Janitor
2021-09-15,Female,Unorganised,0,6,5.4,0.76,Janitor
2021-02-14,Male,Unorganised,3,8,6.7,0.7,Laundry Attendant
2020-12-24,Male,Organised,2,3,8.3,0.56,Cook
2024-06-15,Female,Organised,3,7,4.3,0,Cleaner
2020-09-29,Female,Organised,2,1,6.1,0.67,Maintenance Staff
2021-08-19,Male,Unorganised,4,1,9.2,0.05,Housekeeping Manager
2018-08-18,Female,Unorganised,2,10,5.6,0.36,Maintenance Staff
2021-06-08,Female,Unorganised,0,2,5.1,0.51,Maintenance Staff
2019-07-12,Male,Unorganised,1,9,5.4,0.35,Cook
2021-08-10,Female,Unorganised,4,4,3.8,0.6,Laundry Attendant
2021-03-07,Male,Organised,1,2,3.9,0.76,Janitor
2019-01-12,Female,Organised,4,1,7.9,0.53,Kitchen Helper
2023-12-09,Male,Unorganised,2,5,6.3,0.4,Housekeeping Manager
2023-09-17,Female,Organised,4,8,5.9,0.61,Cleaner
2018-02-27,Female,Unorganised,4,6,6.9,0.36,Maintenance Staff
2019-04-10,Male,Organised,0,5,7.6,0,Kitchen Helper
2022-08-27,Female,Organised,0,7,5.7,0.81,Cleaner
2022-07-10,Male,Organised,2,6,7.4,0.45,Cook
2019-10-28,Male,Organised,2,10,7.3,0.18,Cleaner
2024-05-08,Male,Unorganised,1,1,5.5,0.2,Cleaner
2021-06-19,Female,Unorganised,1,4,9.1,0.8,Housekeeping Manager
2018-10-01,Male,Unorganised,1,8,7.5,0.36,Security Guard
2022-06-24,Female,Organised,2,2,5.3,0.27,Housekeeping Manager
2023-07-29,Female,Unorganised,4,9,7.9,0.05,Kitchen Helper
2024-12-29,Female,Organised,3,1,7.6,0.04,Housekeeping Manager
2019-10-26,Female,Organised,3,3,4.4,0.51,Cleaner
2018-06-09,Female,Unorganised,4,4,4,0.22,Cook
2024-09-09,Female,Unorganised,4,8,5.1,0.47,Laundry Attendant
2019-05-25,Male,Organised,0,8,4.4,0.59,Housekeeping Manager
2020-05-28,Female,Organised,3,3,6.6,0.59,Laundry Attendant
2018-03-05,Male,Unorganised,3,2,4,0.29,Kitchen Helper
2024-02-24,Male,Unorganised,3,6,7.3,0.12,Laundry Attendant
2020-04-11,Female,Organised,1,3,5.8,0.04,Cook
2023-03-15,Male,Organised,0,1,4.4,0.66,Cleaner
2021-12-12,Male,Unorganised,1,10,4.1,0.63,Security Guard
2020-12-07,Male,Unorganised,0,5,0,0.46,Cook
2021-04-11,Male,Unorganised,1,3,6.1,0.32,Janitor
2019-04-14,Female,Unorganised,0,10,6.7,0.31,Security Guard
2021-05-12,Female,Organised,1,1,9.1,0.6,Cook
2023-08-29,Female,Organised,2,1,3.9,0.62,Kitchen Helper
2023-01-23,Female,Unorganised,1,3,4.1,0.79,Kitchen Helper
2023-09-13,Male,Organised,3,2,7.3,0.11,Cleaner
2021-06-04,Male,Unorganised,4,2,4.4,0.29,Security Guard
2020-04-10,Female,Organised,3,3,3.6,0.37,Cleaner
2024-08-27,Female,Organised,2,2,8,0.39,Cook
2020-03-07,Female,Organised,2,8,5.7,0.26,Laundry Attendant
2018-06-11,Female,Unorganised,3,8,5.4,0.46,Janitor
2019-11-24,Female,Organised,0,5,6.2,0,Housekeeper
2019-05-01,Male,Unorganised,0,2,5.7,0.67,Kitchen Helper
2020-11-26,Female,Unorganised,4,9,7.6,0.18,Housekeeper
2018-04-21,Male,Unorganised,0,1,3.8,0.62,Cleaner
2023-11-07,Male,Unorganised,4,5,4.1,0.81,Janitor
2019-04-21,Female,Unorganised,4,3,7,0.71,Kitchen Helper
2022-07-21,Male,Unorganised,2,3,6.6,0.45,Laundry Attendant
2019-10-22,Female,Organised,1,10,5.5,0.53,Kitchen Helper
2021-11-30,Female,Organised,0,7,9.2,0.28,Laundry Attendant
2022-12-10,Male,Unorganised,0,9,5.6,0.65,Housekeeping Manager
2020-04-05,Male,Unorganised,0,3,6.3,0.28,Housekeeper
2024-09-12,Male,Unorganised,2,6,5.8,0,Cleaner
2020-05-24,Male,Unorganised,0,3,5.4,0.44,Cleaner
2019-10-10,Female,Organised,2,10,8.3,0.15,Housekeeper
2022-09-21,Male,Unorganised,0,2,3,0.31,Janitor
2018-02-14,Male,Organised,2,4,3.9,0.29,Housekeeper
2023-10-15,Male,Unorganised,4,9,6,0.49,Maintenance Staff
2022-01-30,Male,Unorganised,3,3,0.8,0.91,Kitchen Helper
2022-12-02,Female,Organised,2,3,6,0.7,Janitor
2024-04-02,Female,Organised,3,10,6.1,0.49,Housekeeping Manager
2018-04-22,Male,Organised,0,3,7.7,0.39,Laundry Attendant
2020-10-14,Male,Organised,2,3,4.1,0.5,Housekeeping Manager
2019-09-14,Female,Organised,1,5,8.2,0.76,Kitchen Helper
2018-03-19,Female,Unorganised,4,8,9.1,0.81,Laundry Attendant
2021-06-18,Female,Organised,0,9,7.4,0.27,Laundry Attendant
2022-07-16,Female,Organised,0,1,10,0.41,Laundry Attendant
2020-02-25,Male,Unorganised,3,3,5.8,0.5,Security Guard
2018-06-14,Female,Organised,0,1,4.9,0.39,Cook
2018-08-06,Male,Organised,0,6,6.8,0.43,Housekeeper
2020-02-21,Male,Unorganised,3,8,3.1,0.62,Cook
2021-03-28,Male,Unorganised,1,1,5,0.62,Cook
2023-01-17,Male,Unorganised,2,3,6.6,0.34,Housekeeper
2022-07-29,Female,Unorganised,3,9,6.6,0.19,Laundry Attendant
2024-12-05,Female,Organised,4,5,6.4,0.42,Housekeeping Manager
2021-07-30,Female,Organised,4,6,1.8,0.46,Cleaner
2021-12-22,Male,Organised,3,5,5.4,0.37,Cook
2022-12-05,Female,Unorganised,1,10,0.8,0.72,Cleaner
2020-07-07,Male,Unorganised,1,5,6.9,0.65,Housekeeping Manager
2020-08-02,Male,Organised,3,1,8.3,0.04,Maintenance Staff
2022-02-06,Male,Organised,4,9,5.5,0.47,Kitchen Helper
2024-09-04,Male,Unorganised,2,3,5.5,0.33,Kitchen Helper
2021-08-22,Female,Organised,0,3,6.2,0.91,Janitor
2018-03-04,Female,Organised,0,3,5.8,0.41,Janitor
2023-11-23,Female,Unorganised,0,10,5.3,0.18,Security Guard
2020-11-13,Female,Unorganised,3,3,8.3,0.55,Laundry Attendant
2021-12-28,Female,Unorganised,4,4,5.8,0.11,Cook
2021-04-10,Female,Organised,2,4,9.1,0.51,Housekeeper
2024-08-20,Male,Organised,3,6,4.4,0.71,Laundry Attendant
2023-02-15,Female,Unorganised,0,9,5.3,0.33,Kitchen Helper
2021-11-21,Male,Unorganised,2,10,6.3,0.51,Security Guard
2023-07-26,Female,Unorganised,1,9,3.6,0.35,Security Guard
2019-09-23,Female,Organised,4,8,6.4,0.32,Cook
2018-09-29,Male,Unorganised,0,8,7.4,0.26,Laundry Attendant
2023-06-07,Male,Organised,1,6,8.3,0.41,Cook
2023-05-02,Female,Organised,0,9,7.3,0.8,Housekeeper
2022-03-29,Male,Unorganised,0,10,5,0.29,Laundry Attendant
2023-05-12,Male,Organised,2,2,9.1,0.63,Janitor
2021-05-18,Male,Organised,1,1,6,0.6,Security Guard
2022-12-06,Male,Unorganised,1,10,8.2,0.59,Laundry Attendant
2024-08-08,Female,Unorganised,2,2,4.3,0.26,Housekeeper
2018-02-08,Female,Organised,0,3,0,0.43,Housekeeping Manager
2024-08-05,Male,Unorganised,4,9,6.3,0.56,Maintenance Staff
2024-10-20,Male,Unorganised,4,9,2.6,0.81,Cook
2020-11-06,Male,Unorganised,3,4,8,0.8,Cleaner
